Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2017-08-07 08:51:29.133878,2017-08-07 13:12:38.718352,15679.718,-0.55,0.549,1.999,3.6,1.028,1.05,3.463,3.381
2.0,2017-08-07 13:12:38.875267,2017-08-07 17:32:20.726344,31261.726,-0.55,0.549,1.998,3.6,1.052,1.052,3.523,3.388
3.0,2017-08-07 17:32:20.851514,2017-08-07 21:51:27.697917,46808.697,-0.55,0.549,1.999,3.6,1.051,1.053,3.521,3.39
4.0,2017-08-07 21:51:27.698037,2017-08-08 00:25:25.270562,56046.27,-3.3,0.549,2.68,3.6,1.025,0.66,3.425,2.055
5.0,2017-08-08 00:27:25.299430,2017-08-08 01:03:26.709275,58327.709,-3.3,0.549,3.057,3.351,0.22,0.22,0.735,0.682
6.0,2017-08-08 01:05:26.748689,2017-08-08 01:41:28.083802,60609.083,-3.3,0.549,3.055,3.351,0.22,0.22,0.733,0.682
7.0,2017-08-08 01:43:28.119215,2017-08-08 02:19:29.461227,62890.461,-3.3,0.549,3.054,3.352,0.22,0.22,0.733,0.681
8.0,2017-08-08 02:21:29.486252,2017-08-08 02:57:30.952356,65171.952,-3.3,0.549,3.053,3.353,0.22,0.22,0.733,0.681
9.0,2017-08-08 02:59:30.979065,2017-08-08 03:35:32.283518,67453.283,-3.3,0.549,3.053,3.353,0.22,0.22,0.733,0.681
10.0,2017-08-08 03:37:32.308414,2017-08-08 04:13:33.802951,69734.802,-3.3,0.549,3.054,3.353,0.22,0.22,0.733,0.681
11.0,2017-08-08 04:15:33.823120,2017-08-08 04:51:35.143733,72016.143,-3.3,0.549,3.053,3.353,0.22,0.22,0.733,0.681
12.0,2017-08-08 04:53:35.169185,2017-08-08 05:29:36.631396,74297.631,-3.3,0.549,3.053,3.353,0.22,0.22,0.733,0.681
13.0,2017-08-08 05:31:36.666885,2017-08-08 06:07:38.012469,76579.012,-3.3,0.549,3.053,3.353,0.22,0.22,0.733,0.681
14.0,2017-08-08 06:09:38.034291,2017-08-08 06:45:39.428152,78860.428,-3.3,0.549,3.052,3.353,0.22,0.22,0.733,0.681
15.0,2017-08-08 06:47:39.474104,2017-08-08 07:23:40.947419,81141.947,-3.3,0.549,3.053,3.354,0.22,0.22,0.733,0.681
16.0,2017-08-08 07:25:40.998987,2017-08-08 08:01:42.373239,83423.373,-3.3,0.549,3.053,3.353,0.22,0.22,0.733,0.681
