Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-07-17 10:08:40.004764,2018-07-17 14:42:30.748831,16440.748,-1.5,1.499,1.999,4.2,2.882,2.967,11.085,10.636
2.0,2018-07-17 14:42:30.811907,2018-07-17 19:18:55.016475,33025.016,-1.5,1.499,1.999,4.2,2.968,2.96,11.349,10.622
3.0,2018-07-17 19:18:55.143193,2018-07-17 23:54:46.340809,49576.34,-1.5,1.499,1.999,4.2,2.96,2.952,11.318,10.601
4.0,2018-07-17 23:54:46.340920,2018-07-18 06:55:40.624295,74830.624,-3.0,1.499,1.999,4.2,5.881,5.847,22.497,20.609
5.0,2018-07-18 06:57:40.652991,2018-07-18 10:20:02.129244,87092.129,-2.999,1.499,1.999,4.2,2.919,2.91,11.164,10.265
6.0,2018-07-18 10:22:02.184236,2018-07-18 13:43:54.794967,99324.794,-2.999,1.499,1.999,4.2,2.91,2.902,11.131,10.241
7.0,2018-07-18 13:45:54.850184,2018-07-18 17:07:14.760139,111524.76,-3.0,1.499,1.999,4.2,2.902,2.894,11.101,10.218
8.0,2018-07-18 17:09:14.793544,2018-07-18 20:30:09.963941,123699.963,-2.999,1.499,1.998,4.2,2.894,2.886,11.073,10.195
9.0,2018-07-18 20:32:10.000628,2018-07-18 23:52:36.876447,135846.876,-2.999,1.499,1.999,4.2,2.885,2.878,11.044,10.173
10.0,2018-07-18 23:54:36.896569,2018-07-19 03:14:36.279903,147966.279,-2.999,1.499,1.999,4.2,2.878,2.871,11.018,10.152
11.0,2018-07-19 03:16:36.303382,2018-07-19 06:36:12.335083,160062.335,-2.999,1.499,1.999,4.2,2.871,2.864,10.992,10.132
12.0,2018-07-19 06:38:12.365281,2018-07-19 09:57:20.623520,172130.623,-2.999,1.499,1.998,4.2,2.864,2.857,10.967,10.113
13.0,2018-07-19 09:59:20.682453,2018-07-19 13:18:07.412256,184177.412,-2.999,1.499,1.998,4.2,2.857,2.851,10.945,10.095
14.0,2018-07-19 13:20:07.475171,2018-07-19 16:38:33.795483,196203.795,-2.999,1.499,1.999,4.2,2.851,2.845,10.923,10.077
15.0,2018-07-19 16:40:33.844875,2018-07-19 19:58:34.812270,208204.812,-2.999,1.499,1.999,4.2,2.845,2.839,10.9,10.059
16.0,2018-07-19 20:00:34.869462,2018-07-19 23:18:17.347823,220187.347,-2.999,1.499,1.999,4.2,2.839,2.834,10.881,10.043
17.0,2018-07-19 23:20:17.398411,2018-07-20 02:37:42.126756,232152.126,-2.999,1.499,1.998,4.2,2.833,2.829,10.861,10.027
18.0,2018-07-20 02:39:42.188998,2018-07-20 05:56:45.429400,244095.429,-2.999,1.499,1.998,4.2,2.828,2.823,10.841,10.011
19.0,2018-07-20 05:58:45.483773,2018-07-20 09:15:30.796127,256020.796,-2.999,1.499,1.999,4.2,2.823,2.818,10.824,9.997
20.0,2018-07-20 09:17:30.857217,2018-07-20 12:33:57.312346,267927.312,-3.0,1.499,1.999,4.2,2.818,2.814,10.806,9.983
21.0,2018-07-20 12:35:57.353249,2018-07-20 15:52:07.770027,279817.77,-2.999,1.499,1.999,4.2,2.813,2.809,10.789,9.97
22.0,2018-07-20 15:54:07.811434,2018-07-20 19:10:03.582672,291693.582,-2.999,1.499,1.999,4.2,2.808,2.805,10.773,9.957
23.0,2018-07-20 19:12:03.647757,2018-07-20 22:27:42.304127,303552.304,-2.999,1.499,1.999,4.2,2.804,2.8,10.757,9.942
24.0,2018-07-20 22:29:42.349358,2018-07-21 01:45:05.546962,315395.546,-2.999,1.499,1.999,4.2,2.799,2.796,10.741,9.929
25.0,2018-07-21 01:47:05.609715,2018-07-21 05:02:12.392255,327222.392,-2.999,1.499,1.998,4.2,2.795,2.792,10.726,9.917
26.0,2018-07-21 05:04:12.446075,2018-07-21 08:19:03.989709,339033.989,-2.999,1.499,1.999,4.2,2.791,2.787,10.712,9.904
