Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-05 15:16:24.013052,2018-02-05 19:35:13.748855,15539.748,-0.55,0.55,1.999,3.6,1.028,1.036,3.453,3.338
2.0,2018-02-05 19:35:13.811707,2018-02-05 23:52:20.114024,30966.114,-0.55,0.55,1.999,3.6,1.038,1.038,3.475,3.345
3.0,2018-02-05 23:52:20.176338,2018-02-06 04:09:17.194404,46383.194,-0.55,0.55,1.996,3.601,1.039,1.039,3.477,3.348
4.0,2018-02-06 04:09:17.194515,2018-02-06 09:39:58.724505,66224.724,-2.2,0.55,1.993,3.6,2.071,2.063,6.933,6.436
5.0,2018-02-06 09:41:58.780080,2018-02-06 12:17:51.063804,75697.063,-2.2,0.549,1.99,3.6,1.033,1.032,3.451,3.22
6.0,2018-02-06 12:19:51.122745,2018-02-06 14:55:28.174257,85154.174,-2.2,0.549,1.99,3.6,1.032,1.032,3.448,3.22
7.0,2018-02-06 14:57:28.232402,2018-02-06 17:32:56.189217,94602.189,-2.2,0.549,1.99,3.6,1.032,1.032,3.448,3.221
8.0,2018-02-06 17:34:56.243382,2018-02-06 20:10:17.221155,104043.221,-2.2,0.549,1.991,3.6,1.032,1.032,3.448,3.221
9.0,2018-02-06 20:12:17.272910,2018-02-06 22:47:35.491475,113481.491,-2.2,0.549,1.992,3.6,1.032,1.033,3.448,3.221
10.0,2018-02-06 22:49:35.544265,2018-02-07 01:24:49.729432,122915.729,-2.2,0.549,1.99,3.6,1.032,1.033,3.448,3.221
11.0,2018-02-07 01:26:49.784290,2018-02-07 04:01:59.627366,132345.627,-2.2,0.549,1.999,3.6,1.032,1.032,3.448,3.221
12.0,2018-02-07 04:03:59.677454,2018-02-07 06:39:04.779598,141770.779,-2.2,0.549,1.992,3.6,1.032,1.032,3.447,3.221
13.0,2018-02-07 06:41:04.832580,2018-02-07 09:16:08.474094,151194.474,-2.2,0.549,1.997,3.6,1.032,1.033,3.448,3.221
14.0,2018-02-07 09:18:08.528131,2018-02-07 11:53:10.718456,160616.718,-2.2,0.549,1.999,3.6,1.032,1.033,3.448,3.221
15.0,2018-02-07 11:55:10.778483,2018-02-07 14:30:09.454954,170035.454,-2.2,0.549,1.997,3.6,1.032,1.033,3.448,3.221
16.0,2018-02-07 14:32:09.503514,2018-02-07 17:07:07.705058,179453.705,-2.2,0.549,1.99,3.6,1.032,1.033,3.448,3.221
17.0,2018-02-07 17:09:07.761503,2018-02-07 19:44:01.710993,188867.71,-2.2,0.549,1.99,3.6,1.032,1.033,3.448,3.221
18.0,2018-02-07 19:46:01.766464,2018-02-07 22:20:53.573990,198279.573,-2.2,0.549,1.989,3.6,1.032,1.033,3.448,3.221
19.0,2018-02-07 22:22:53.626791,2018-02-08 00:57:45.254118,207691.254,-2.2,0.549,1.987,3.6,1.032,1.033,3.448,3.221
