Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2017-07-24 15:54:38.001531,2017-07-24 20:24:14.723566,16186.723,-1.625,1.625,2.499,4.2,3.146,3.165,12.191,11.131
2.0,2017-07-24 20:24:14.754478,2017-07-25 00:52:52.807391,32304.807,-1.625,1.625,2.499,4.2,3.173,3.143,12.256,11.065
3.0,2017-07-25 00:52:52.901196,2017-07-25 05:20:46.245894,48378.245,-1.625,1.625,2.499,4.2,3.157,3.138,12.194,11.054
4.0,2017-07-25 05:20:46.246005,2017-07-25 11:41:54.160919,71246.16,-1.625,1.625,2.699,4.2,4.78,4.727,18.062,16.303
5.0,2017-07-25 11:41:54.320126,2017-07-25 14:21:44.925407,80836.925,-1.625,1.625,2.699,3.98,2.029,2.028,7.558,6.892
6.0,2017-07-25 14:21:45.048958,2017-07-25 17:00:55.877644,90387.877,-1.625,1.625,2.699,3.98,2.02,2.019,7.524,6.854
7.0,2017-07-25 17:00:55.941201,2017-07-25 19:39:56.903451,99928.903,-1.625,1.625,2.699,3.98,2.017,2.017,7.517,6.847
8.0,2017-07-25 19:39:56.997569,2017-07-25 22:18:54.614229,109466.614,-1.625,1.625,2.699,3.98,2.017,2.016,7.515,6.844
9.0,2017-07-25 22:18:54.673934,2017-07-26 00:57:47.130303,118999.13,-1.625,1.625,2.699,3.98,2.016,2.015,7.51,6.84
10.0,2017-07-26 00:57:47.170788,2017-07-26 03:36:42.863680,128534.863,-1.625,1.625,2.699,3.98,2.016,2.016,7.512,6.842
11.0,2017-07-26 03:36:42.960295,2017-07-26 06:15:35.576789,138067.576,-1.625,1.625,2.699,3.98,2.016,2.015,7.51,6.839
12.0,2017-07-26 06:15:35.656257,2017-07-26 08:54:24.576581,147596.576,-1.625,1.625,2.699,3.98,2.016,2.013,7.509,6.834
13.0,2017-07-26 08:54:24.644405,2017-07-26 11:33:00.925438,157112.925,-1.625,1.625,2.699,3.98,2.012,2.011,7.497,6.825
14.0,2017-07-26 11:33:00.990386,2017-07-26 14:11:35.047417,166627.047,-1.625,1.625,2.699,3.98,2.012,2.011,7.495,6.824
15.0,2017-07-26 14:11:35.102711,2017-07-26 16:50:07.571623,176139.571,-1.625,1.625,2.699,3.98,2.012,2.01,7.494,6.822
16.0,2017-07-26 16:50:07.601026,2017-07-26 19:28:35.039855,185647.039,-1.625,1.625,2.699,3.98,2.01,2.009,7.488,6.819
17.0,2017-07-26 19:28:35.059912,2017-07-26 22:07:00.957090,195152.957,-1.625,1.625,2.699,3.98,2.01,2.009,7.488,6.817
18.0,2017-07-26 22:07:00.985466,2017-07-27 00:45:27.279490,204659.279,-1.625,1.625,2.699,3.98,2.01,2.009,7.487,6.818
19.0,2017-07-27 00:45:27.317084,2017-07-27 03:23:56.122415,214168.122,-1.625,1.625,2.699,3.98,2.01,2.01,7.485,6.823
20.0,2017-07-27 03:23:56.149889,2017-07-27 06:02:32.787872,223684.787,-1.625,1.625,2.699,3.98,2.012,2.011,7.495,6.825
21.0,2017-07-27 06:02:32.814486,2017-07-27 08:41:07.583681,233199.583,-1.625,1.625,2.699,3.98,2.012,2.01,7.495,6.822
22.0,2017-07-27 08:41:07.650212,2017-07-27 11:19:35.655844,242707.655,-1.625,1.625,2.699,3.98,2.011,2.009,7.489,6.818
23.0,2017-07-27 11:19:35.722786,2017-07-27 13:57:59.363933,252211.363,-1.625,1.625,2.699,3.98,2.009,2.008,7.484,6.815
24.0,2017-07-27 13:57:59.402155,2017-07-27 16:36:25.273476,261717.273,-1.625,1.625,2.699,3.98,2.01,2.009,7.485,6.817
25.0,2017-07-27 16:36:25.329975,2017-07-27 19:14:51.354324,271223.354,-1.625,1.625,2.699,3.98,2.01,2.009,7.485,6.817
26.0,2017-07-27 19:14:51.388950,2017-07-27 21:53:21.869272,280733.869,-1.625,1.625,2.699,3.98,2.011,2.01,7.489,6.821
27.0,2017-07-27 21:53:21.919813,2017-07-28 00:31:52.059878,290244.059,-1.625,1.625,2.699,3.98,2.011,2.009,7.491,6.818
28.0,2017-07-28 00:31:52.128730,2017-07-28 03:10:16.315296,299748.315,-1.625,1.625,2.699,3.98,2.009,2.008,7.484,6.815
29.0,2017-07-28 03:10:16.338656,2017-07-28 05:48:38.084730,309250.084,-1.625,1.625,2.699,3.98,2.009,2.008,7.482,6.813
