Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2017-08-07 08:50:38.003200,2017-08-07 13:09:57.478551,15569.478,-0.55,0.55,1.999,3.6,1.019,1.039,3.436,3.341
2.0,2017-08-07 13:09:57.541212,2017-08-07 17:28:01.839848,31053.839,-0.55,0.55,1.997,3.6,1.044,1.04,3.5,3.347
3.0,2017-08-07 17:28:02.000866,2017-08-07 21:45:41.642686,46513.642,-0.549,0.55,1.999,3.6,1.044,1.041,3.499,3.349
4.0,2017-08-07 21:45:41.642815,2017-08-08 02:58:21.584740,65273.584,-3.3,0.55,1.985,3.6,2.08,2.066,6.97,6.272
5.0,2017-08-08 03:00:21.625196,2017-08-08 05:27:00.468718,74192.468,-3.3,0.55,1.99,3.6,1.035,1.033,3.463,3.136
6.0,2017-08-08 05:29:00.504042,2017-08-08 07:55:19.283510,83091.283,-3.3,0.55,1.99,3.6,1.034,1.032,3.46,3.136
7.0,2017-08-08 07:57:19.318357,2017-08-08 10:23:26.783509,91978.783,-3.3,0.55,1.997,3.6,1.034,1.032,3.459,3.135
8.0,2017-08-08 10:25:26.847130,2017-08-08 12:51:24.450635,100856.45,-3.3,0.55,1.991,3.6,1.033,1.032,3.458,3.135
9.0,2017-08-08 12:53:24.508956,2017-08-08 15:19:15.940134,109727.94,-3.3,0.55,1.999,3.6,1.033,1.032,3.457,3.134
10.0,2017-08-08 15:21:15.998592,2017-08-08 17:46:56.867470,118588.867,-3.3,0.55,1.987,3.6,1.033,1.031,3.455,3.133
11.0,2017-08-08 17:48:56.920940,2017-08-08 20:14:38.598822,127450.598,-3.3,0.55,1.991,3.6,1.033,1.031,3.455,3.133
12.0,2017-08-08 20:16:38.655231,2017-08-08 22:42:11.961152,136303.961,-3.3,0.55,1.986,3.6,1.032,1.031,3.454,3.132
13.0,2017-08-08 22:44:12.016346,2017-08-09 01:09:41.626279,145153.626,-3.3,0.55,1.989,3.6,1.032,1.031,3.453,3.132
14.0,2017-08-09 01:11:41.653591,2017-08-09 03:37:08.201370,154000.201,-3.3,0.55,1.991,3.6,1.032,1.031,3.452,3.132
15.0,2017-08-09 03:39:08.248445,2017-08-09 06:04:30.350008,162842.35,-3.3,0.55,1.987,3.6,1.032,1.031,3.452,3.132
16.0,2017-08-09 06:06:30.388254,2017-08-09 08:31:46.702967,171678.702,-3.3,0.55,1.987,3.6,1.032,1.03,3.451,3.131
17.0,2017-08-09 08:33:46.736919,2017-08-09 10:59:01.166345,180513.166,-3.3,0.55,1.983,3.6,1.032,1.03,3.45,3.131
18.0,2017-08-09 11:01:01.227653,2017-08-09 13:26:15.379301,189347.379,-3.3,0.55,1.982,3.6,1.032,1.03,3.45,3.131
19.0,2017-08-09 13:28:15.406916,2017-08-09 15:53:23.777616,198175.777,-3.3,0.55,1.982,3.6,1.031,1.03,3.449,3.13
20.0,2017-08-09 15:55:23.828414,2017-08-09 18:20:28.808380,207000.808,-3.3,0.55,1.999,3.6,1.031,1.03,3.449,3.129
21.0,2017-08-09 18:22:28.837390,2017-08-09 20:47:34.627429,215826.627,-3.3,0.55,1.996,3.6,1.031,1.03,3.448,3.129
22.0,2017-08-09 20:49:34.680928,2017-08-09 23:14:36.040897,224648.04,-3.3,0.55,1.994,3.6,1.031,1.03,3.447,3.129
23.0,2017-08-09 23:16:36.061440,2017-08-10 01:41:34.634121,233466.634,-3.3,0.55,1.999,3.6,1.031,1.029,3.447,3.128
24.0,2017-08-10 01:43:34.675956,2017-08-10 04:08:31.473861,242283.473,-3.3,0.55,1.997,3.6,1.03,1.029,3.446,3.128
25.0,2017-08-10 04:10:31.501098,2017-08-10 06:35:24.153275,251096.153,-3.3,0.55,1.991,3.6,1.03,1.029,3.445,3.128
26.0,2017-08-10 06:37:24.184508,2017-08-10 09:02:17.092373,259909.092,-3.3,0.55,1.99,3.6,1.03,1.029,3.445,3.127
27.0,2017-08-10 09:04:17.122598,2017-08-10 11:29:08.766902,268720.766,-3.3,0.55,1.983,3.6,1.03,1.029,3.445,3.127
